frame,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,wx_0,wy_0,wz_0,wx_1,wy_1,wz_1,wx_2,wy_2,wz_2,wx_3,wy_3,wz_3,wx_4,wy_4,wz_4,wx_5,wy_5,wz_5,wx_6,wy_6,wz_6,wx_7,wy_7,wz_7,wx_8,wy_8,wz_8,wx_9,wy_9,wz_9,wx_10,wy_10,wz_10,wx_11,wy_11,wz_11,wx_12,wy_12,wz_12,wx_13,wy_13,wz_13,wx_14,wy_14,wz_14,wx_15,wy_15,wz_15,wx_16,wy_16,wz_16,wx_17,wy_17,wz_17,wx_18,wy_18,wz_18,wx_19,wy_19,wz_19,wx_20,wy_20,wz_20,frame_rate,frame_width,frame_height
0,0.28966858983039856,0.7842622995376587,4.831808269045723e-07,0.32534635066986084,0.7884469032287598,-0.02060932293534279,0.34932741522789,0.7663812041282654,-0.03374555706977844,0.3590904474258423,0.746135950088501,-0.0454881526529789,0.36193984746932983,0.725845217704773,-0.05824732407927513,0.33515918254852295,0.6591744422912598,-0.03282146155834198,0.3613428473472595,0.5922690033912659,-0.0520981065928936,0.3821426033973694,0.5499544143676758,-0.06608937680721283,0.39902132749557495,0.5160057544708252,-0.07554671168327332,0.3134419918060303,0.6521296501159668,-0.03533533960580826,0.32327544689178467,0.5813874006271362,-0.05487174540758133,0.3340400457382202,0.5305590033531189,-0.07122211158275604,0.3451434373855591,0.49058854579925537,-0.08229099214076996,0.29268819093704224,0.660308301448822,-0.03900092467665672,0.3008263409137726,0.6031744480133057,-0.05946255847811699,0.3140033781528473,0.5574994087219238,-0.07424235343933105,0.3269529938697815,0.5218046307563782,-0.08305870741605759,0.27352455258369446,0.6804500222206116,-0.043791159987449646,0.28133344650268555,0.641484260559082,-0.0625898465514183,0.2942860424518585,0.6119370460510254,-0.07104676216840744,0.3063662648200989,0.5906108617782593,-0.07537516951560974,-0.02050255797803402,0.06729165464639664,0.026900766417384148,0.002811392769217491,0.058578506112098694,0.021494358777999878,0.02092018723487854,0.05358614772558212,0.018135864287614822,0.03125505521893501,0.044196803122758865,0.007305486593395472,0.03340394049882889,0.030849095433950424,0.00022242713021114469,0.01234482228755951,-0.001296627800911665,0.01492081768810749,0.029211614280939102,-0.024039803072810173,0.006376776844263077,0.040839165449142456,-0.04176339879631996,0.0022712359204888344,0.05462883040308952,-0.0603601410984993,-0.01454585138708353,-0.0014822983648627996,-0.005702618509531021,0.006928733550012112,0.00736306793987751,-0.03263828530907631,-0.007000601850450039,0.009547550231218338,-0.05447174236178398,-0.02482406422495842,0.018466370180249214,-0.07681494951248169,-0.03520720452070236,-0.008725276216864586,-0.0007597028743475676,-0.010066889226436615,-0.004500799812376499,-0.022137505933642387,-0.022113557904958725,0.0020639952272176743,-0.03912591561675072,-0.03544440492987633,0.011079750955104828,-0.05914552882313728,-0.050786927342414856,-0.02088390663266182,0.012858252972364426,-0.019604304805397987,-0.017417894676327705,-0.0010272003710269928,-0.028262445703148842,-0.009833848103880882,-0.015647366642951965,-0.04029383882880211,0.0029598819091916084,-0.0242217518389225,-0.05492395535111427,30.0,640.0,480.0
1,0.3135066628456116,0.7214636206626892,3.902104026565212e-07,0.34866324067115784,0.7250611782073975,-0.014517066068947315,0.3692637085914612,0.6979988217353821,-0.020571568980813026,0.37555065751075745,0.6737450361251831,-0.026043301448225975,0.3777156472206116,0.6528810262680054,-0.032113488763570786,0.3492509424686432,0.5957376956939697,-0.01752656325697899,0.37072527408599854,0.5283552408218384,-0.030250005424022675,0.38641661405563354,0.48335909843444824,-0.03953363373875618,0.39911949634552,0.4484451711177826,-0.04592973366379738,0.33156752586364746,0.5864500403404236,-0.01968926377594471,0.34047648310661316,0.5116176605224609,-0.03357771039009094,0.3490755259990692,0.45794594287872314,-0.04617803171277046,0.3573133051395416,0.41420549154281616,-0.054592616856098175,0.31537926197052,0.5888214707374573,-0.023235389962792397,0.32430869340896606,0.522459089756012,-0.03876053914427757,0.3331078290939331,0.46871674060821533,-0.0520356185734272,0.3404024839401245,0.42324578762054443,-0.059562116861343384,0.30015745759010315,0.6005052924156189,-0.027516119182109833,0.3069348633289337,0.5494928359985352,-0.04287051036953926,0.3157975375652313,0.509752631187439,-0.05130869522690773,0.32369714975357056,0.4775894284248352,-0.05569982901215553,-0.01588316820561886,0.08180110901594162,0.00427432032302022,0.005559962242841721,0.06997216492891312,0.011795234866440296,0.023412074893712997,0.059529248625040054,0.02395769953727722,0.03172535449266434,0.0452466681599617,0.04133763164281845,0.033248186111450195,0.029439562931656837,0.055612508207559586,0.012864246964454651,0.001680860761553049,0.019441701471805573,0.026512734591960907,-0.02513638697564602,0.016493240371346474,0.035783566534519196,-0.04845523089170456,0.016174601390957832,0.04783698171377182,-0.07447966188192368,0.0031799778807908297,-0.00227047735825181,-0.00525469146668911,0.008583270013332367,0.00864484440535307,-0.04098260775208473,2.7370191673981026e-05,0.010458020493388176,-0.06654874980449677,-0.00890323705971241,0.018084337934851646,-0.09630195051431656,-0.010596080683171749,-0.008831958286464214,-0.003055494511500001,-0.012934264726936817,-0.0013608802109956741,-0.033045414835214615,-0.018101288005709648,0.004174865782260895,-0.05753275752067566,-0.019737867638468742,0.009156724438071251,-0.08653521537780762,-0.02302723564207554,-0.01908940263092518,0.010036688297986984,-0.025943972170352936,-0.013497255742549896,-0.012409358285367489,-0.028647378087043762,-0.006389740854501724,-0.0351247638463974,-0.032906945794820786,0.0012912657111883163,-0.05483982712030411,-0.03638122230768204,30.0,640.0,480.0
2,0.2931787073612213,0.7300499081611633,7.304695373022696e-07,0.3353363871574402,0.7134336233139038,-0.019985195249319077,0.36412984132766724,0.6772380471229553,-0.0373002327978611,0.37785661220550537,0.6534298062324524,-0.0534028634428978,0.37703177332878113,0.6264216303825378,-0.07180989533662796,0.3448370099067688,0.5730308890342712,-0.040912333875894547,0.3696490526199341,0.5050252676010132,-0.06626401096582413,0.38554835319519043,0.45514464378356934,-0.08492138981819153,0.3980860710144043,0.4154992699623108,-0.09748879075050354,0.31706565618515015,0.5753565430641174,-0.04900948703289032,0.3263791501522064,0.49515655636787415,-0.07633161544799805,0.33832910656929016,0.4327790439128876,-0.10042466223239899,0.35056817531585693,0.38273489475250244,-0.11684160679578781,0.29219329357147217,0.5975596904754639,-0.05740150436758995,0.3009096086025238,0.5267972946166992,-0.08899499475955963,0.31723523139953613,0.4726402163505554,-0.11262194067239761,0.3314889371395111,0.4313066601753235,-0.12748374044895172,0.2734675109386444,0.6354160308837891,-0.06569702178239822,0.2961951494216919,0.6049143075942993,-0.09609292447566986,0.3226340711116791,0.5992693901062012,-0.1079065278172493,0.3433407247066498,0.6018370985984802,-0.1140219047665596,-0.023880042135715485,0.08021032065153122,0.035227563232183456,0.0036682551726698875,0.06337630748748779,0.03135160729289055,0.023504115641117096,0.049544673413038254,0.018491484224796295,0.03574443235993385,0.03815830871462822,-0.011649368330836296,0.0378727950155735,0.01878718100488186,-0.03456432372331619,0.013583160005509853,-0.00396193191409111,0.01591287925839424,0.030928339809179306,-0.028422405943274498,0.0037081087939441204,0.03928881883621216,-0.04910605773329735,-0.0065068891271948814,0.0480271652340889,-0.06491237133741379,-0.028077641502022743,-0.0007971278391778469,-0.007500249892473221,0.006442951038479805,0.005391266196966171,-0.039279814809560776,-0.0076200347393751144,0.008859861642122269,-0.06371452659368515,-0.024685300886631012,0.016175804659724236,-0.0920664593577385,-0.03487052768468857,-0.01100868545472622,0.0018516374984756112,-0.010645953007042408,-0.00741690443828702,-0.025562820956110954,-0.026037098839879036,0.0035586394369602203,-0.04594620317220688,-0.04309640824794769,0.004581587389111519,-0.06872335076332092,-0.06263821572065353,-0.023463407531380653,0.02011675201356411,-0.01918618753552437,-0.010553516447544098,0.00927263405174017,-0.0313272587954998,0.006331834010779858,0.00404311902821064,-0.045407768338918686,0.018627412617206573,0.006413481198251247,-0.05433257669210434,30.0,640.0,480.0
3,0.2982989549636841,0.7166666388511658,6.482398475782247e-07,0.3436112105846405,0.6980277299880981,-0.011173201724886894,0.3795437812805176,0.6479737758636475,-0.018342703580856323,0.39219003915786743,0.6094115972518921,-0.025582969188690186,0.36889249086380005,0.5965852737426758,-0.03489590808749199,0.35482892394065857,0.5481354594230652,-0.018140742555260658,0.3818797171115875,0.47465360164642334,-0.030448049306869507,0.39824026823043823,0.4263954758644104,-0.04010530188679695,0.4091746509075165,0.3878222107887268,-0.04688267037272453,0.3275313377380371,0.5481030344963074,-0.027691055089235306,0.3399684429168701,0.45987552404403687,-0.040232960134744644,0.35323935747146606,0.3988506495952606,-0.05425054952502251,0.3642563223838806,0.35194480419158936,-0.06370682269334793,0.3027796149253845,0.5683712959289551,-0.03787876293063164,0.31418558955192566,0.4921540915966034,-0.06156414374709129,0.33168378472328186,0.43933168053627014,-0.08277319371700287,0.3451486825942993,0.3983931541442871,-0.0960979163646698,0.2843782305717468,0.6043416857719421,-0.04748637601733208,0.32215365767478943,0.5678752660751343,-0.07133269309997559,0.3466043174266815,0.5843050479888916,-0.07824600487947464,0.36203452944755554,0.6100038290023804,-0.08134958148002625,-0.02094450406730175,0.08592033386230469,0.03181047365069389,0.007177963852882385,0.06657855212688446,0.02784157544374466,0.030436845496296883,0.047922708094120026,0.01930716633796692,0.038874756544828415,0.02919718064367771,-0.009748481214046478,0.02670031413435936,0.01984327659010887,-0.0319611094892025,0.015617664903402328,-0.0050338576547801495,0.01842472329735756,0.03297598659992218,-0.03141965717077255,0.007446980569511652,0.04374844953417778,-0.0526246577501297,-0.000910538830794394,0.0487709566950798,-0.06671164929866791,-0.02084726095199585,-0.0009938159491866827,-0.007905978709459305,0.007122446317225695,0.0059772031381726265,-0.043728407472372055,-0.003701710607856512,0.009761320427060127,-0.06785401701927185,-0.01727992109954357,0.018853764981031418,-0.09467069804668427,-0.0236960519105196,-0.013468306511640549,0.0018778613302856684,-0.01252832543104887,-0.008737733587622643,-0.02630673721432686,-0.030796261504292488,0.004347155336290598,-0.04659928381443024,-0.04845684766769409,0.00911705195903778,-0.0661364421248436,-0.06119079142808914,-0.024502240121364594,0.020300718024373055,-0.0224915724247694,-0.005454718600958586,0.010665270499885082,-0.03600470349192619,0.012756701558828354,0.011849106289446354,-0.04554884508252144,0.023188922554254532,0.02431505173444748,-0.04761355742812157,30.0,640.0,480.0
4,0.30094319581985474,0.7070072293281555,5.604872512776637e-07,0.3465380072593689,0.6832197904586792,-0.01016837265342474,0.38449281454086304,0.6321577429771423,-0.017224375158548355,0.39702168107032776,0.5908257961273193,-0.024692228063941002,0.37648460268974304,0.5695272088050842,-0.03382158651947975,0.36065956950187683,0.5311952829360962,-0.015063237398862839,0.38537269830703735,0.45319485664367676,-0.02614346146583557,0.3996504247188568,0.4049876630306244,-0.034907016903162,0.4093020260334015,0.36566853523254395,-0.04117421805858612,0.3340074121952057,0.5297965407371521,-0.024570805951952934,0.3468189835548401,0.4401624798774719,-0.034892488270998,0.3586563766002655,0.3794998824596405,-0.048272211104631424,0.36734992265701294,0.3328520655632019,-0.0579586997628212,0.3094216585159302,0.548616886138916,-0.03486650064587593,0.3211304545402527,0.4731902480125427,-0.055748291313648224,0.33861494064331055,0.4214473068714142,-0.07636638730764389,0.3508549928665161,0.3823859989643097,-0.09007031470537186,0.29070085287094116,0.5818244218826294,-0.04479411989450455,0.3286791145801544,0.5461794137954712,-0.06654132902622223,0.3556569516658783,0.5634540915489197,-0.07353642582893372,0.3712405562400818,0.5913824439048767,-0.07706770300865173,-0.023591402918100357,0.09010598063468933,0.033309102058410645,0.006004503928124905,0.06861410290002823,0.03212886303663254,0.029600387439131737,0.04757063090801239,0.02056591585278511,0.039966922253370285,0.02626959979534149,-0.008188428357243538,0.024193819612264633,0.013916146010160446,-0.03204765543341637,0.017676543444395065,-0.00581600796431303,0.018310382962226868,0.03206928074359894,-0.034859903156757355,0.008359335362911224,0.04107477515935898,-0.05284241959452629,0.0017344708321616054,0.04590906202793121,-0.07017940282821655,-0.016509873792529106,-0.0006095785647630692,-0.006761289667338133,0.005638817325234413,0.008273359388113022,-0.044170528650283813,-0.004310052376240492,0.010998865589499474,-0.06667450815439224,-0.012732497416436672,0.01571786031126976,-0.09174405783414841,-0.021905599161982536,-0.013349058106541634,0.0018060188740491867,-0.012155739590525627,-0.005559357348829508,-0.024336403235793114,-0.02948780357837677,0.0037467912770807743,-0.04559281840920448,-0.044061947613954544,0.00998719036579132,-0.06251221150159836,-0.05395737290382385,-0.023921331390738487,0.020775288343429565,-0.023533618077635765,-0.005468286573886871,0.009230853989720345,-0.03548368066549301,0.013235807418823242,0.01156893465667963,-0.04325252026319504,0.022855762392282486,0.02710270881652832,-0.04588561877608299,30.0,640.0,480.0
5,0.321106880903244,0.688804030418396,4.843221290684596e-07,0.37051552534103394,0.66151362657547,-0.008677039295434952,0.40479785203933716,0.6024987697601318,-0.013312287628650665,0.417842835187912,0.5536849498748779,-0.018751604482531548,0.40671977400779724,0.5381346940994263,-0.02542988769710064,0.3870777487754822,0.5085798501968384,-0.008641660213470459,0.40796416997909546,0.43254217505455017,-0.016136275604367256,0.4194725751876831,0.38257357478141785,-0.02341260388493538,0.4269110858440399,0.34191930294036865,-0.029716212302446365,0.3635571300983429,0.5063058137893677,-0.017287537455558777,0.3750351667404175,0.41690778732299805,-0.02502072975039482,0.38673490285873413,0.3578702211380005,-0.03628053888678551,0.3943861722946167,0.3145589530467987,-0.04512207955121994,0.34048888087272644,0.5208852887153625,-0.027016086503863335,0.34913960099220276,0.43498584628105164,-0.0447862446308136,0.36685019731521606,0.3809122145175934,-0.06474117934703827,0.3782041370868683,0.343331515789032,-0.07882419228553772,0.32128283381462097,0.5496043562889099,-0.03654757887125015,0.35669606924057007,0.5026991367340088,-0.05588187649846077,0.38705724477767944,0.5143344402313232,-0.06385692209005356,0.4061639904975891,0.5399869680404663,-0.06899666041135788,-0.02576637826859951,0.09319741278886795,0.022836904972791672,0.004008682444691658,0.07072322815656662,0.02548515796661377,0.02643013931810856,0.04836907610297203,0.01862296462059021,0.0338020920753479,0.022144824266433716,-0.006821765098720789,0.026156803593039513,0.009621063247323036,-0.02891945280134678,0.0142130795866251,-0.002287253737449646,0.020768534392118454,0.02791360206902027,-0.03234327211976051,0.011766187846660614,0.036455266177654266,-0.052217431366443634,0.00529641704633832,0.040339305996894836,-0.07015878707170486,-0.014145837165415287,-0.0007507228292524815,-0.006961692590266466,0.00691711762920022,0.007881825789809227,-0.0448557510972023,-0.001330372877418995,0.010102396830916405,-0.06740949302911758,-0.012771221809089184,0.01851842552423477,-0.09465010464191437,-0.021811550483107567,-0.012065564282238483,0.0007029841654002666,-0.01370378490537405,-0.0069826687686145306,-0.029735714197158813,-0.02758537046611309,0.004649807699024677,-0.050751589238643646,-0.03776172921061516,0.013277813792228699,-0.06848757714033127,-0.047310054302215576,-0.022547556087374687,0.017168603837490082,-0.02852434292435646,-0.003507965710014105,0.0039282613433897495,-0.03735474497079849,0.015272988937795162,0.0032945352140814066,-0.04572180286049843,0.02754909358918667,0.015517959371209145,-0.049363333731889725,30.0,640.0,480.0
6,0.330711305141449,0.6891768574714661,4.1797014205258165e-07,0.38057616353034973,0.6565466523170471,-0.007444823160767555,0.4163794219493866,0.5979102253913879,-0.01178094930946827,0.43118464946746826,0.5494151711463928,-0.017050575464963913,0.4122375249862671,0.5366207957267761,-0.023979341611266136,0.39631187915802,0.5043305158615112,-0.009531281888484955,0.41615980863571167,0.4323428273200989,-0.017218392342329025,0.428303599357605,0.38502758741378784,-0.02494773454964161,0.4356335997581482,0.3458722233772278,-0.03156338632106781,0.3724830448627472,0.5010617971420288,-0.01964755728840828,0.3871682286262512,0.4145520329475403,-0.027111327275633812,0.3998169004917145,0.35551658272743225,-0.03867008909583092,0.40645551681518555,0.31189823150634766,-0.04758959263563156,0.34913915395736694,0.5161072611808777,-0.030522380024194717,0.3595066964626312,0.42984557151794434,-0.0484723336994648,0.38006189465522766,0.3732566833496094,-0.06921190023422241,0.39334237575531006,0.3328251242637634,-0.0837581679224968,0.33077284693717957,0.54529869556427,-0.04105175659060478,0.3675394654273987,0.49730047583580017,-0.061208780854940414,0.39861515164375305,0.5118299126625061,-0.06902485340833664,0.41741856932640076,0.5412169694900513,-0.07375635951757431,-0.02426918037235737,0.09202326089143753,0.02173549495637417,0.0038902871310710907,0.07100505381822586,0.024659205228090286,0.026451198384165764,0.0464114211499691,0.01866518333554268,0.035938285291194916,0.021713465452194214,-0.005610291380435228,0.023138971999287605,0.009279932826757431,-0.028353361412882805,0.015165796503424644,-0.0027587232179939747,0.020751649513840675,0.026898803189396858,-0.03144895285367966,0.009910131804645061,0.0348181389272213,-0.049832783639431,0.002759406575933099,0.04042631387710571,-0.06750048696994781,-0.013947556726634502,-0.0008864388801157475,-0.007059227675199509,0.006560871843248606,0.008680533617734909,-0.044430725276470184,-0.001069198944605887,0.012955265119671822,-0.0670216828584671,-0.010925554670393467,0.019421560689806938,-0.09268566220998764,-0.020989444106817245,-0.011823641136288643,0.0010118326172232628,-0.013480106368660927,-0.005288379266858101,-0.029656250029802322,-0.026155928149819374,0.006651967763900757,-0.053465988487005234,-0.03588656708598137,0.015317031182348728,-0.07206517457962036,-0.04532260075211525,-0.02184315025806427,0.01683826558291912,-0.027642617002129555,-0.0033584132324904203,0.002968789543956518,-0.03484535589814186,0.017182864248752594,0.002804090501740575,-0.04064776748418808,0.029362717643380165,0.016271237283945084,-0.04465755447745323,30.0,640.0,480.0
7,0.34148767590522766,0.694709837436676,3.667414034680405e-07,0.39210015535354614,0.6632317900657654,-0.00932027492672205,0.4262314736843109,0.6036153435707092,-0.013558228500187397,0.4407385587692261,0.5543786287307739,-0.018494756892323494,0.4264649450778961,0.5328866243362427,-0.024482818320393562,0.4099610149860382,0.5111480355262756,-0.006989064160734415,0.4295986592769623,0.44312572479248047,-0.016318941488862038,0.4410461485385895,0.39738425612449646,-0.025583000853657722,0.44674715399742126,0.3585166335105896,-0.033291157335042953,0.38764438033103943,0.5061382055282593,-0.016341768205165863,0.4021627902984619,0.420757532119751,-0.02580871433019638,0.41382715106010437,0.36461251974105835,-0.038100533187389374,0.41985902190208435,0.3199044466018677,-0.047296375036239624,0.3650221824645996,0.519697904586792,-0.027204861864447594,0.37766894698143005,0.43722566962242126,-0.04715745523571968,0.39645540714263916,0.38631799817085266,-0.06779326498508453,0.4083283841609955,0.34710192680358887,-0.08199156075716019,0.3462831377983093,0.5487468838691711,-0.03810330852866173,0.38267773389816284,0.5115458965301514,-0.060692302882671356,0.41246214509010315,0.5274493098258972,-0.07031938433647156,0.43191295862197876,0.554180920124054,-0.07611707597970963,-0.027218125760555267,0.09135017544031143,0.02246250957250595,0.001137465238571167,0.07024993002414703,0.0267779603600502,0.0239102803170681,0.04624078422784805,0.020240461453795433,0.03362993150949478,0.022681549191474915,-0.004982057027518749,0.024619070813059807,0.005996136926114559,-0.028803879395127296,0.014622671529650688,-0.0015247329138219357,0.02144758775830269,0.026308700442314148,-0.028853764757514,0.011434482410550117,0.03407217189669609,-0.04844193533062935,0.004010174423456192,0.038350045680999756,-0.06566456705331802,-0.01144843827933073,-0.0012410221388563514,-0.006859730929136276,0.005743888206779957,0.008479227311909199,-0.043428659439086914,-0.0006419155979529023,0.013861745595932007,-0.06547495722770691,-0.010229247622191906,0.020489376038312912,-0.09286881983280182,-0.019848452880978584,-0.010961437597870827,0.0007725621107965708,-0.014105048961937428,-0.0027804356068372726,-0.02800520323216915,-0.027229614555835724,0.009796158410608768,-0.05038519203662872,-0.035440843552351,0.017360595986247063,-0.0692644864320755,-0.04433419927954674,-0.020774228498339653,0.016498636454343796,-0.027496928349137306,-0.0027047330513596535,0.006360634230077267,-0.036679938435554504,0.01817474141716957,0.007549970876425505,-0.043234456330537796,0.03099747560918331,0.018275495618581772,-0.04771174490451813,30.0,640.0,480.0
8,0.33841854333877563,0.6995577216148376,3.378636677098257e-07,0.3961949348449707,0.6661267876625061,-0.0052841841243207455,0.4330465793609619,0.6111477613449097,-0.009017611853778362,0.44555580615997314,0.5618166327476501,-0.014356506057083607,0.4253183603286743,0.5440820455551147,-0.02110312692821026,0.4102412164211273,0.5191968083381653,-0.003932068590074778,0.43125119805336,0.45118480920791626,-0.011669895611703396,0.44302016496658325,0.4069664478302002,-0.01978757232427597,0.4506693482398987,0.36846476793289185,-0.027339709922671318,0.387234628200531,0.5152099132537842,-0.016242440789937973,0.40619003772735596,0.4321144223213196,-0.026050401851534843,0.42042091488838196,0.37526118755340576,-0.039058953523635864,0.4289003014564514,0.3276173770427704,-0.04893411323428154,0.36482420563697815,0.5299475193023682,-0.02956847846508026,0.3832351863384247,0.44663721323013306,-0.049955278635025024,0.4051819443702698,0.396095335483551,-0.0698997899889946,0.42064735293388367,0.3537827134132385,-0.08355464786291122,0.3484005331993103,0.5607101321220398,-0.04242488741874695,0.3872728943824768,0.5146183967590332,-0.06408712267875671,0.4157385528087616,0.5334579348564148,-0.07118379324674606,0.43356263637542725,0.5633223056793213,-0.07534332573413849,-0.024881334975361824,0.09132206439971924,0.018993310630321503,0.0032720044255256653,0.06984127312898636,0.026166003197431564,0.026406152173876762,0.04627664387226105,0.018752841278910637,0.03617163002490997,0.02044760435819626,-0.003987779375165701,0.02432006597518921,0.00693777808919549,-0.027955586090683937,0.013191360048949718,-0.0021036313846707344,0.02087959088385105,0.02624974399805069,-0.029134318232536316,0.011246896348893642,0.03471524268388748,-0.04803512245416641,0.003323087003082037,0.03920550271868706,-0.06643430888652802,-0.01269366592168808,-0.0012993240961804986,-0.0060220519080758095,0.006197738461196423,0.010891941376030445,-0.041955381631851196,-0.0005934903747402132,0.01667134091258049,-0.06557156890630722,-0.008203709498047829,0.024314425885677338,-0.09419874101877213,-0.016767337918281555,-0.010716315358877182,0.0004724895115941763,-0.014154020696878433,-0.0009508179500699043,-0.028137221932411194,-0.024052826687693596,0.013116519898176193,-0.050563398748636246,-0.031585611402988434,0.02253028377890587,-0.07039288431406021,-0.039043962955474854,-0.021152183413505554,0.01671541854739189,-0.027749396860599518,-0.0005827978602610528,0.0037974256556481123,-0.03435713052749634,0.0185451190918684,0.004510621540248394,-0.03862375393509865,0.029733693227171898,0.015398286283016205,-0.039611440151929855,30.0,640.0,480.0
9,0.34060046076774597,0.7095432877540588,3.247316726628924e-07,0.39573413133621216,0.676301896572113,-0.003416243474930525,0.43212300539016724,0.6197484135627747,-0.0053159440867602825,0.4469067454338074,0.5711808800697327,-0.009344306774437428,0.42482855916023254,0.555555522441864,-0.01481938362121582,0.4125159680843353,0.5282288193702698,-0.0007845190120860934,0.4316624104976654,0.45721757411956787,-0.007691236212849617,0.44280359148979187,0.41107577085494995,-0.015263760462403297,0.45022648572921753,0.37215644121170044,-0.02252194471657276,0.3895799219608307,0.5244505405426025,-0.01401499193161726,0.4057786166667938,0.43972674012184143,-0.02427404373884201,0.41904374957084656,0.38198426365852356,-0.03748835623264313,0.4273746907711029,0.3355528712272644,-0.04724317789077759,0.3670732378959656,0.5400394797325134,-0.02823765203356743,0.3844265341758728,0.4565927982330322,-0.049258362501859665,0.40511611104011536,0.4077279567718506,-0.06835199147462845,0.4196852147579193,0.3659585118293762,-0.08095396310091019,0.3501432538032532,0.5730561017990112,-0.041875265538692474,0.3907261788845062,0.5234817266464233,-0.06379812210798264,0.41713136434555054,0.5440399050712585,-0.07009532302618027,0.4323537051677704,0.5742946267127991,-0.07349913567304611,-0.028160538524389267,0.09315759688615799,0.02129741758108139,0.002079954370856285,0.07124800235033035,0.02787712961435318,0.025429705157876015,0.047516800463199615,0.021484097465872765,0.035476624965667725,0.021100420504808426,-0.0027728513814508915,0.022208549082279205,0.0067094177938997746,-0.028047604486346245,0.013738125562667847,-0.0038930722512304783,0.021951720118522644,0.026132486760616302,-0.03178355470299721,0.01265519019216299,0.03436968848109245,-0.05042271316051483,0.005770042538642883,0.03796730935573578,-0.06942524015903473,-0.010569808073341846,-0.0011541179846972227,-0.006821115966886282,0.006519575137645006,0.010000010021030903,-0.043834201991558075,0.0004981420934200287,0.014171884395182133,-0.06820638477802277,-0.007066819351166487,0.023630429059267044,-0.09621495008468628,-0.013706063851714134,-0.010693651624023914,0.000868477625772357,-0.015020587481558323,-0.001279589720070362,-0.029495375230908394,-0.026397012174129486,0.012240888550877571,-0.050756510347127914,-0.03588543087244034,0.021580468863248825,-0.07039415091276169,-0.042485326528549194,-0.02083006128668785,0.018050793558359146,-0.029311630874872208,-0.0006584228831343353,0.0041014933958649635,-0.03711623698472977,0.018301552161574364,0.004700182005763054,-0.0426800400018692,0.02864920161664486,0.017649339511990547,-0.04158704727888107,30.0,640.0,480.0
