frame,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,wx_0,wy_0,wz_0,wx_1,wy_1,wz_1,wx_2,wy_2,wz_2,wx_3,wy_3,wz_3,wx_4,wy_4,wz_4,wx_5,wy_5,wz_5,wx_6,wy_6,wz_6,wx_7,wy_7,wz_7,wx_8,wy_8,wz_8,wx_9,wy_9,wz_9,wx_10,wy_10,wz_10,wx_11,wy_11,wz_11,wx_12,wy_12,wz_12,wx_13,wy_13,wz_13,wx_14,wy_14,wz_14,wx_15,wy_15,wz_15,wx_16,wy_16,wz_16,wx_17,wy_17,wz_17,wx_18,wy_18,wz_18,wx_19,wy_19,wz_19,wx_20,wy_20,wz_20,hand,score,frame_rate,frame_width,frame_height
0,0.8363040089607239,0.8953492045402527,-6.64352853618766e-07,0.7600879669189453,0.8137522339820862,0.007123105227947235,0.7092478275299072,0.7237717509269714,0.000439121708041057,0.6596196293830872,0.6690609455108643,-0.013706331141293049,0.615955114364624,0.626751184463501,-0.027838677167892456,0.7999489903450012,0.606437623500824,0.02438725344836712,0.7095563411712646,0.5903394818305969,0.0002163743629353121,0.6539714932441711,0.5938542485237122,-0.027306877076625824,0.6077185869216919,0.5928149223327637,-0.04638103023171425,0.8196548819541931,0.6090104579925537,0.003975913394242525,0.7079799175262451,0.5811909437179565,-0.016974613070487976,0.6502605676651001,0.5926603674888611,-0.04037660360336304,0.605138897895813,0.6034585237503052,-0.057021163403987885,0.8292562961578369,0.6323052048683167,-0.019273988902568817,0.7260085940361023,0.5967100262641907,-0.0412847101688385,0.6649693846702576,0.6001927256584167,-0.05173121765255928,0.6170889139175415,0.6058472394943237,-0.05657140910625458,0.8249156475067139,0.6701358556747437,-0.04290774464607239,0.7468241453170776,0.6348411440849304,-0.06121230125427246,0.6995659470558167,0.6252419948577881,-0.06656261533498764,0.6592223644256592,0.6210347414016724,-0.06769639998674393,0.002764218021184206,0.0885973572731018,0.0018080036388710141,-0.013974232599139214,0.06571924686431885,0.02049003727734089,-0.03249708190560341,0.04137294366955757,0.03443478047847748,-0.057120826095342636,0.019500184804201126,0.051585160195827484,-0.07782179117202759,-0.002366524189710617,0.07184302806854248,-0.008990361355245113,-0.003995978739112616,0.0295124314725399,-0.034982241690158844,-0.008382346481084824,0.020376082509756088,-0.055568572133779526,-0.007756110280752182,0.023694556206464767,-0.08257924765348434,-0.005116359330713749,0.011249777860939503,0.0013876761076971889,-0.004679616075009108,0.0068776109255850315,-0.03072284534573555,-0.014885478653013706,0.002635141834616661,-0.06119280681014061,-0.008508491329848766,0.0013579099904745817,-0.08098974078893661,-0.004794849082827568,0.003926186356693506,0.0051417276263237,0.00014606225886382163,-0.019488029181957245,-0.022812005132436752,-0.00698009692132473,-0.018794871866703033,-0.051434312015771866,-0.005166123155504465,-0.01534911710768938,-0.0761210098862648,-0.0060445452108979225,-0.007641044445335865,0.0019417728763073683,0.01631184108555317,-0.03685290366411209,-0.019201265648007393,0.006810179445892572,-0.03814270719885826,-0.0414787232875824,-0.0019065081141889095,-0.0340423621237278,-0.06053692102432251,-0.0027996362186968327,-0.02799946628510952,Right,0.9984235167503357,30.0,640.0,480.0
1,0.10959146916866302,0.9084899425506592,3.4775021617861057e-07,0.1911849081516266,0.8175665140151978,0.007840997539460659,0.22890810668468475,0.7321645021438599,0.002692294307053089,0.26287686824798584,0.6755592226982117,-0.009491870179772377,0.2974873483181,0.6279121041297913,-0.02008996717631817,0.14203470945358276,0.6187868118286133,0.020768865942955017,0.21345773339271545,0.5777662396430969,-0.0038248891942203045,0.2648960053920746,0.5839955806732178,-0.0288357175886631,0.3022642135620117,0.5987496376037598,-0.04592239111661911,0.12082754075527191,0.6248524188995361,0.0008088038885034621,0.20645904541015625,0.5675961971282959,-0.028531020507216454,0.26359233260154724,0.5798162817955017,-0.0515630729496479,0.3054414391517639,0.6029457449913025,-0.06335188448429108,0.11164424568414688,0.6529935002326965,-0.021496783941984177,0.1949707716703415,0.5971202254295349,-0.05043954402208328,0.25338274240493774,0.6011005640029907,-0.06307283043861389,0.2966735064983368,0.614493191242218,-0.0664651170372963,0.11675186455249786,0.6987897157669067,-0.043821536004543304,0.18948067724704742,0.6603296995162964,-0.0666268989443779,0.2351868748664856,0.6510229110717773,-0.0735716000199318,0.2716621458530426,0.6450766921043396,-0.07443602383136749,-0.001976169878616929,0.09032837301492691,0.01608673669397831,0.016650278121232986,0.06307223439216614,0.028619088232517242,0.03965621069073677,0.03969322144985199,0.030413255095481873,0.055864494293928146,0.012602759525179863,0.027567071840167046,0.06963695585727692,-0.004599446430802345,0.022120075300335884,0.0029990244656801224,-0.005535050295293331,0.023851066827774048,0.032315533608198166,-0.018791232258081436,0.018845442682504654,0.053773537278175354,-0.018849633634090424,0.017025092616677284,0.07189369201660156,-0.010798661038279533,0.006840779911726713,-0.004595836624503136,-0.004570407792925835,0.007035212125629187,0.02835308387875557,-0.0255260169506073,-0.0037478236481547356,0.052654996514320374,-0.02192533016204834,-0.003836411749944091,0.07312411814928055,-0.017423115670681,0.0003985121729783714,-0.005765515845268965,0.0028362912125885487,-0.016163991764187813,0.02395959384739399,-0.011286595836281776,-0.022880861535668373,0.047482673078775406,-0.01203620620071888,-0.023624533787369728,0.0721355676651001,-0.007043114397674799,-0.019443148747086525,-0.004403221886605024,0.021120991557836533,-0.03228507190942764,0.021793371066451073,0.009415339678525925,-0.035566650331020355,0.04285810515284538,0.003267119638621807,-0.03664596378803253,0.06132891774177551,0.0016595326596871018,-0.031119436025619507,Left,0.9804998636245728,30.0,640.0,480.0
2,0.8364612460136414,0.8947283625602722,-6.587166012650414e-07,0.7590933442115784,0.8126708269119263,0.00819227285683155,0.7076663374900818,0.7225981950759888,0.001999123254790902,0.6571562886238098,0.6682833433151245,-0.011963251046836376,0.6131148338317871,0.6259024143218994,-0.025996943935751915,0.8006465435028076,0.6059946417808533,0.026621928438544273,0.7100350260734558,0.5904687643051147,0.0033996596466749907,0.6545546054840088,0.5940496325492859,-0.02366710640490055,0.6085168123245239,0.5925249457359314,-0.04258621111512184,0.8201018571853638,0.6085235476493835,0.005502480547875166,0.7090327739715576,0.5796776413917542,-0.014701983891427517,0.650584876537323,0.5908423066139221,-0.03824547305703163,0.6046724319458008,0.6016731262207031,-0.05507168918848038,0.8291155099868774,0.6312837600708008,-0.018410393968224525,0.7262431383132935,0.5951033234596252,-0.039767928421497345,0.6646930575370789,0.599121630191803,-0.05061212182044983,0.6165011525154114,0.6055440902709961,-0.05579390376806259,0.823853611946106,0.668670117855072,-0.042632028460502625,0.7452905178070068,0.6334426403045654,-0.06021259352564812,0.6977768540382385,0.6247988343238831,-0.06543188542127609,0.657341480255127,0.6220324635505676,-0.06657079607248306,0.002081682439893484,0.08842282742261887,0.00011067717423429713,-0.014407248236238956,0.06549564003944397,0.01953352615237236,-0.03331925719976425,0.0413968563079834,0.03457128256559372,-0.05798792093992233,0.01949794963002205,0.052677951753139496,-0.07872641086578369,-0.0018848828040063381,0.07459085434675217,-0.008495306596159935,-0.0035654448438435793,0.029627898707985878,-0.03488445654511452,-0.008194107562303543,0.021094834432005882,-0.05530400201678276,-0.0076625654473900795,0.024557340890169144,-0.08202946186065674,-0.00538764288648963,0.012597578577697277,0.0016649948665872216,-0.0043855952098965645,0.006997899617999792,-0.030659768730401993,-0.015303379856050014,0.0032055717892944813,-0.06094299629330635,-0.00901552103459835,0.002196038607507944,-0.08126203715801239,-0.00498374504968524,0.00411375192925334,0.004908943083137274,4.767579957842827e-05,-0.019491983577609062,-0.02276974357664585,-0.007329546846449375,-0.018385984003543854,-0.051683198660612106,-0.005915673915296793,-0.014906035736203194,-0.07657480984926224,-0.00625249557197094,-0.007046450860798359,0.0013010887196287513,0.015891028568148613,-0.0371394008398056,-0.01982855424284935,0.00635702395811677,-0.037934500724077225,-0.042357344180345535,-0.0024135843850672245,-0.03316697105765343,-0.0613846555352211,-0.0031106630340218544,-0.026996763423085213,Right,0.99859219789505,30.0,640.0,480.0
3,0.10970582067966461,0.9091006517410278,3.639059400484257e-07,0.19058960676193237,0.8202869892120361,0.007450812961906195,0.22764058411121368,0.7336580157279968,0.002330840565264225,0.26080095767974854,0.6763335466384888,-0.009493155404925346,0.2959224283695221,0.6295207142829895,-0.01965460740029812,0.14039231836795807,0.6191926598548889,0.01953304186463356,0.21250347793102264,0.5784682631492615,-0.004576001316308975,0.26421472430229187,0.5836398601531982,-0.029170287773013115,0.3019007742404938,0.5970001816749573,-0.046109482645988464,0.11950983107089996,0.6249751448631287,-3.4258930099895224e-05,0.2060961276292801,0.5669737458229065,-0.02878018282353878,0.2631632685661316,0.5787178874015808,-0.05117611214518547,0.30482912063598633,0.6010079383850098,-0.0625956803560257,0.1110592857003212,0.653126060962677,-0.021815208718180656,0.19527894258499146,0.5968267321586609,-0.05018185079097748,0.25402671098709106,0.6002944707870483,-0.06213933974504471,0.29747986793518066,0.6123754978179932,-0.06526900082826614,0.1171116828918457,0.6988814473152161,-0.04363304376602173,0.19069986045360565,0.6609916090965271,-0.06592510640621185,0.23644432425498962,0.6512899994850159,-0.07223883271217346,0.2726249098777771,0.644392728805542,-0.07278348505496979,-0.001762316096574068,0.09046870470046997,0.01570497266948223,0.016649074852466583,0.06340206414461136,0.028071478009223938,0.03941419720649719,0.03973183035850525,0.0294351726770401,0.05519341677427292,0.012605433352291584,0.025940753519535065,0.06820682436227798,-0.004405456129461527,0.020649679005146027,0.002841829787939787,-0.005446006543934345,0.023610584437847137,0.03183763846755028,-0.01868216134607792,0.01874392479658127,0.05329384282231331,-0.018826615065336227,0.01714107021689415,0.07184082269668579,-0.011334112845361233,0.007183563429862261,-0.004691434092819691,-0.004436372313648462,0.006937767844647169,0.028085116297006607,-0.025870054960250854,-0.0035010918509215117,0.05222170427441597,-0.022405974566936493,-0.0030783317051827908,0.07267613708972931,-0.018021512776613235,0.0010220311814919114,-0.005702451802790165,0.00289744371548295,-0.015946228057146072,0.023887857794761658,-0.01132765132933855,-0.02249321900308132,0.047446805983781815,-0.012582458555698395,-0.022722147405147552,0.07242217659950256,-0.007979106158018112,-0.017789406701922417,-0.004098289646208286,0.021008465439081192,-0.032023701816797256,0.0221010223031044,0.009410068392753601,-0.03499897941946983,0.04342465102672577,0.0033210243564099073,-0.035683851689100266,0.061670370399951935,0.0014847337733954191,-0.030025115236639977,Left,0.980873703956604,30.0,640.0,480.0
4,0.8380104303359985,0.8960642218589783,-6.620986141570029e-07,0.760254979133606,0.8150050044059753,0.008211975917220116,0.7091581225395203,0.7244666814804077,0.00232559721916914,0.6595698595046997,0.669404149055481,-0.011240346357226372,0.6156470775604248,0.6278902292251587,-0.02489328198134899,0.8003621697425842,0.6075053215026855,0.02653679810464382,0.7096044421195984,0.5906478762626648,0.003392899874597788,0.6538205742835999,0.5945788025856018,-0.02373090386390686,0.6080307960510254,0.5945519804954529,-0.042576659470796585,0.8194249868392944,0.6100810766220093,0.005918165203183889,0.7072663903236389,0.582611083984375,-0.013553674332797527,0.6495062112808228,0.5937333703041077,-0.036676228046417236,0.6048156023025513,0.6044370532035828,-0.05341180041432381,0.8283377289772034,0.6331151127815247,-0.017509862780570984,0.7244451642036438,0.5978365540504456,-0.03796325623989105,0.6631879806518555,0.6002644300460815,-0.04843449965119362,0.6155509948730469,0.6052069067955017,-0.05370611324906349,0.8233535885810852,0.6705576181411743,-0.041291069239377975,0.7450920343399048,0.6342365741729736,-0.058214347809553146,0.6977466344833374,0.624427318572998,-0.06307429820299149,0.6575126051902771,0.6205688714981079,-0.06412503868341446,0.0026843855157494545,0.08816516399383545,0.0018524007173255086,-0.014100834727287292,0.06555914878845215,0.020503630861639977,-0.032390378415584564,0.041524242609739304,0.03454337269067764,-0.05724533647298813,0.019335288554430008,0.050978802144527435,-0.07765606045722961,-0.0017380006611347198,0.07103578746318817,-0.008568285033106804,-0.0037904479540884495,0.02959010750055313,-0.03479414060711861,-0.008726137690246105,0.020652715116739273,-0.05581746995449066,-0.007868215441703796,0.02396124228835106,-0.08242734521627426,-0.00471639446914196,0.011750873178243637,0.0015120436437427998,-0.004673803225159645,0.006885132752358913,-0.0310308076441288,-0.01492232084274292,0.002801460912451148,-0.06133175641298294,-0.00851617380976677,0.002357824007049203,-0.08106209337711334,-0.004571918398141861,0.005240417085587978,0.005006726831197739,0.00026401126524433494,-0.0195179283618927,-0.023371616378426552,-0.006728488020598888,-0.018430182710289955,-0.052323803305625916,-0.005613031331449747,-0.014565246179699898,-0.07685746252536774,-0.006348070222884417,-0.006153448950499296,0.0014790317509323359,0.016285143792629242,-0.036501191556453705,-0.01982414349913597,0.006694825831800699,-0.037444982677698135,-0.04245132580399513,-0.0023012454621493816,-0.03284170851111412,-0.0611453652381897,-0.003365770447999239,-0.026567313820123672,Right,0.9984065294265747,30.0,640.0,480.0
5,0.11024954915046692,0.9101595878601074,3.42787188856164e-07,0.1902097761631012,0.8211317658424377,0.007073734886944294,0.22760263085365295,0.7347576022148132,0.001730634132400155,0.26167404651641846,0.6774896383285522,-0.010387229733169079,0.29691362380981445,0.6297722458839417,-0.020770428702235222,0.14138373732566833,0.6190912127494812,0.02041568048298359,0.2128552347421646,0.578762948513031,-0.003930626902729273,0.2643289268016815,0.5845023989677429,-0.02894539199769497,0.3016658127307892,0.5984964966773987,-0.0461011677980423,0.12046350538730621,0.6245778799057007,0.001064396696165204,0.2062671035528183,0.5677067041397095,-0.02801961451768875,0.26322996616363525,0.5800265073776245,-0.05096770450472832,0.30482983589172363,0.6031909584999084,-0.0626862570643425,0.1116110309958458,0.652125358581543,-0.02062041498720646,0.19481204450130463,0.5970022082328796,-0.049188729375600815,0.25324708223342896,0.6010158061981201,-0.06162898242473602,0.29664796590805054,0.6145817637443542,-0.06492692977190018,0.11728345602750778,0.6974608302116394,-0.04241533577442169,0.19056415557861328,0.6603189706802368,-0.06484852731227875,0.23661257326602936,0.6510991454124451,-0.07164927572011948,0.27321186661720276,0.6452037692070007,-0.07243774086236954,-0.001865276601165533,0.09101525694131851,0.014277383685112,0.016517048701643944,0.06385287642478943,0.02741493657231331,0.03931855410337448,0.04033331200480461,0.029631126672029495,0.05517591908574104,0.013071142137050629,0.02780236303806305,0.06903725862503052,-0.0043884096667170525,0.023485980927944183,0.00278669036924839,-0.005156487226486206,0.023921063169836998,0.03189670294523239,-0.018577691167593002,0.01911473460495472,0.0534072108566761,-0.018547123298048973,0.016830645501613617,0.07163193821907043,-0.010925913229584694,0.006417721044272184,-0.004617569502443075,-0.00451812194660306,0.007128451019525528,0.028315622359514236,-0.0254766047000885,-0.003527282038703561,0.05234947055578232,-0.02209635078907013,-0.0040371352806687355,0.07277140766382217,-0.01725803315639496,-0.00031789447530172765,-0.005640423856675625,0.0028130074497312307,-0.0161441620439291,0.02376536652445793,-0.011217888444662094,-0.02300499565899372,0.047391634434461594,-0.012207038700580597,-0.02373969927430153,0.07252967357635498,-0.00720164505764842,-0.01936781033873558,-0.004115784075111151,0.02056891843676567,-0.03258565068244934,0.022485366091132164,0.00931641086935997,-0.03569548949599266,0.04357002675533295,0.003557780524715781,-0.03677454590797424,0.06224648281931877,0.0017447080463171005,-0.03151554986834526,Left,0.9804964065551758,30.0,640.0,480.0
6,0.8382205963134766,0.8967561721801758,-6.377023851200647e-07,0.7599889636039734,0.8144835233688354,0.008904270827770233,0.7084118127822876,0.7234656810760498,0.003369536716490984,0.6580503582954407,0.6690799593925476,-0.010203132405877113,0.6137909293174744,0.6272226572036743,-0.02386561967432499,0.7978430986404419,0.6078577041625977,0.0289689302444458,0.7089923620223999,0.5921511650085449,0.006638115271925926,0.6544498205184937,0.5951610803604126,-0.020062746480107307,0.6082010269165039,0.5931864380836487,-0.03884373977780342,0.8183238506317139,0.6103264689445496,0.007504946552217007,0.7091299891471863,0.5815122127532959,-0.011961935088038445,0.6508864760398865,0.5905558466911316,-0.035659145563840866,0.6042864322662354,0.5997507572174072,-0.05283595249056816,0.8284140825271606,0.6328204274177551,-0.016827629879117012,0.727840006351471,0.5974125862121582,-0.03750627487897873,0.6663025617599487,0.599486231803894,-0.04884326830506325,0.6175379157066345,0.6046446561813354,-0.05464808642864227,0.8239010572433472,0.6698597073554993,-0.04144522175192833,0.7458877563476562,0.6342532634735107,-0.05814480036497116,0.6983336806297302,0.6249871850013733,-0.06323851644992828,0.657634973526001,0.6218611001968384,-0.06465452164411545,0.003764569293707609,0.08888351917266846,0.00011749139230232686,-0.013516731560230255,0.0663866177201271,0.019410155713558197,-0.03278406336903572,0.04162514582276344,0.033806927502155304,-0.05791924521327019,0.019178863614797592,0.050602708011865616,-0.07920943200588226,-0.002270493656396866,0.07063267379999161,-0.00898006185889244,-0.004325206857174635,0.02935754880309105,-0.03543297201395035,-0.008505839854478836,0.020754056051373482,-0.05534723028540611,-0.00792856328189373,0.02414676733314991,-0.08266818523406982,-0.005823154933750629,0.012376485392451286,0.0015187710523605347,-0.004428835120052099,0.006993893533945084,-0.031005876138806343,-0.015712393447756767,0.0027488393243402243,-0.061258647590875626,-0.009627447463572025,0.001659115543588996,-0.08211974054574966,-0.006035497412085533,0.0036745709367096424,0.004714597947895527,0.00015010652714408934,-0.019437510520219803,-0.022715192288160324,-0.007177866995334625,-0.01888429932296276,-0.05160427838563919,-0.0063349418342113495,-0.015885429456830025,-0.07677388191223145,-0.00663651991635561,-0.007915378548204899,0.0016035690205171704,0.016304239630699158,-0.03684505075216293,-0.01960165612399578,0.006717241369187832,-0.03815191239118576,-0.04296335205435753,-0.0025357515551149845,-0.03331159055233002,-0.06232035160064697,-0.0029078079387545586,-0.027140894904732704,Right,0.9985847473144531,30.0,640.0,480.0
7,0.11189861595630646,0.9089864492416382,3.5682046473084483e-07,0.19172397255897522,0.8196234703063965,0.0068745799362659454,0.22877299785614014,0.7331116199493408,0.0012502958998084068,0.2621837556362152,0.6754644513130188,-0.01105138473212719,0.29720187187194824,0.6271741390228271,-0.021637989208102226,0.14272499084472656,0.6192262172698975,0.01917184703052044,0.21419167518615723,0.5784732699394226,-0.005459973122924566,0.26586902141571045,0.5843908786773682,-0.030396008864045143,0.30330324172973633,0.5985733270645142,-0.047485969960689545,0.12133251875638962,0.6252419352531433,-0.00017501189722679555,0.20697316527366638,0.567400336265564,-0.02959451451897621,0.2643495202064514,0.5792640447616577,-0.05251125618815422,0.3061274290084839,0.6020216941833496,-0.0642704889178276,0.11190775781869888,0.6532717943191528,-0.02181399054825306,0.19504237174987793,0.5967913866043091,-0.05074033886194229,0.2538568377494812,0.6005735397338867,-0.06309475004673004,0.2975103259086609,0.6137363314628601,-0.06639698892831802,0.11719214171171188,0.6989468336105347,-0.04350936412811279,0.19029471278190613,0.6614324450492859,-0.06615360826253891,0.23609879612922668,0.6512410640716553,-0.07298365980386734,0.27249768376350403,0.6441674828529358,-0.07389742881059647,-0.0019136234186589718,0.09048763662576675,0.015459822490811348,0.01679249480366707,0.06306833773851395,0.027962055057287216,0.03933126479387283,0.0392533615231514,0.029585905373096466,0.05480919033288956,0.012166319414973259,0.02635008469223976,0.06828151643276215,-0.005158454179763794,0.020905690267682076,0.003187772585079074,-0.00533223245292902,0.023354200646281242,0.032004065811634064,-0.01846807450056076,0.018629146739840508,0.05345265194773674,-0.01860867068171501,0.016793468967080116,0.07178600132465363,-0.010925976559519768,0.006825654301792383,-0.004695928189903498,-0.0043993848375976086,0.007028960157185793,0.028158705681562424,-0.025535015389323235,-0.0036812019534409046,0.05205284431576729,-0.022143416106700897,-0.003944478463381529,0.07252895087003708,-0.017632946372032166,9.240280633093789e-05,-0.005654751788824797,0.002705484628677368,-0.015768826007843018,0.023498617112636566,-0.011449634097516537,-0.02254660055041313,0.04726072773337364,-0.012499351985752583,-0.023056676611304283,0.07191259413957596,-0.007669682148844004,-0.018573220819234848,-0.004378363955765963,0.02067333273589611,-0.03184662014245987,0.0218996312469244,0.00949555542320013,-0.035093437880277634,0.0431416854262352,0.0033947089686989784,-0.036294884979724884,0.0615803562104702,0.0012167817912995815,-0.03143339231610298,Left,0.9805013537406921,30.0,640.0,480.0
8,0.8389729261398315,0.8983045816421509,-6.197039397193294e-07,0.7600263357162476,0.8144089579582214,0.00910976529121399,0.7083790898323059,0.7229200601577759,0.0035471711307764053,0.6565614342689514,0.6679812669754028,-0.010254006832838058,0.6115251779556274,0.6247086524963379,-0.02400192618370056,0.7983826398849487,0.6085407137870789,0.030634751543402672,0.709220826625824,0.592280387878418,0.00936487503349781,0.6547675728797913,0.5949583649635315,-0.0167473703622818,0.6091938018798828,0.5915511846542358,-0.03545717895030975,0.8182919025421143,0.611083447933197,0.008939708583056927,0.7090370655059814,0.5836090445518494,-0.00969693623483181,0.6514018774032593,0.5917621850967407,-0.0328277051448822,0.6056764125823975,0.5998491048812866,-0.04983624070882797,0.8279641270637512,0.6334114670753479,-0.01573663018643856,0.7262946963310242,0.5983030796051025,-0.03568823263049126,0.6646820306777954,0.599869430065155,-0.04618014022707939,0.6162608861923218,0.6042335033416748,-0.05165372043848038,0.8232021927833557,0.6700642108917236,-0.04082223027944565,0.7443975210189819,0.6339148283004761,-0.057140104472637177,0.6964303851127625,0.6244741678237915,-0.0617845356464386,0.6558340787887573,0.6215863823890686,-0.06298524886369705,0.0038712359964847565,0.08857611566781998,0.000448909355327487,-0.013576101511716843,0.06594821065664291,0.02013741247355938,-0.032975658774375916,0.04149724915623665,0.033511895686388016,-0.05820870399475098,0.018336933106184006,0.05079035460948944,-0.07952919602394104,-0.003327704034745693,0.07021112740039825,-0.009021662175655365,-0.004208170808851719,0.029455097392201424,-0.03532795608043671,-0.009151404723525047,0.020656868815422058,-0.054723743349313736,-0.008214736357331276,0.023685330525040627,-0.08187214285135269,-0.0062966542318463326,0.011910890229046345,0.0015010525239631534,-0.004491955041885376,0.0070688375271856785,-0.03043883852660656,-0.015334861353039742,0.0023579944390803576,-0.06089504808187485,-0.009101776406168938,0.0015088132349774241,-0.0812353640794754,-0.005583210848271847,0.0036832490004599094,0.004594429396092892,0.0003260002704337239,-0.01935272291302681,-0.022853856906294823,-0.006918382830917835,-0.019199403002858162,-0.05229393392801285,-0.00599748594686389,-0.015569685958325863,-0.0767717957496643,-0.006711205467581749,-0.00802510604262352,0.0015708289574831724,0.016581084579229355,-0.03691130131483078,-0.019660552963614464,0.006643794011324644,-0.03827700763940811,-0.043546345084905624,-0.0023354780860245228,-0.03331175446510315,-0.06258770823478699,-0.0030776006169617176,-0.02680113911628723,Right,0.9984889030456543,30.0,640.0,480.0
9,0.11251047998666763,0.9104787111282349,3.482310262370447e-07,0.19210323691368103,0.8224753141403198,0.006134229712188244,0.22917068004608154,0.7341494560241699,0.000910150061827153,0.26290473341941833,0.6758023500442505,-0.010864910669624805,0.2978598475456238,0.6280543804168701,-0.020895546302199364,0.14384326338768005,0.6196534633636475,0.019677620381116867,0.21459931135177612,0.5790650844573975,-0.004749505314975977,0.26621320843696594,0.5853032469749451,-0.029584664851427078,0.3035770058631897,0.5992937684059143,-0.046654652804136276,0.12262594699859619,0.6256483197212219,0.000747811805922538,0.20741331577301025,0.5685408115386963,-0.028469132259488106,0.2648507058620453,0.5804164409637451,-0.05118821561336517,0.3068907856941223,0.6025181412696838,-0.06280279159545898,0.11319853365421295,0.6538176536560059,-0.020680293440818787,0.1959572285413742,0.5980783700942993,-0.04990137368440628,0.25471562147140503,0.6022554039955139,-0.062465645372867584,0.29822033643722534,0.615013062953949,-0.06577008962631226,0.11796808242797852,0.699650764465332,-0.04224982485175133,0.19098442792892456,0.6616217494010925,-0.06553176790475845,0.2368353009223938,0.652363121509552,-0.07271582633256912,0.27314192056655884,0.6457554697990417,-0.07371821254491806,-0.001885359175503254,0.09098764508962631,0.015115984715521336,0.016902968287467957,0.06358353048563004,0.02760530635714531,0.03935868293046951,0.03965320065617561,0.029199182987213135,0.05499483644962311,0.011947284452617168,0.025782588869333267,0.06864797323942184,-0.005345209967344999,0.020302582532167435,0.003098171902820468,-0.005593760870397091,0.023519420996308327,0.031979888677597046,-0.01901198923587799,0.018370341509580612,0.0535520501434803,-0.018788553774356842,0.01604212261736393,0.071798175573349,-0.011150592938065529,0.005771682132035494,-0.004627293441444635,-0.004596334416419268,0.007125003729015589,0.028248252347111702,-0.0258274357765913,-0.003948134835809469,0.052335720509290695,-0.022454366087913513,-0.004410759545862675,0.07313983142375946,-0.018274229019880295,-0.0009168687975034118,-0.0057955472730100155,0.0028918806929141283,-0.016002895310521126,0.023762473836541176,-0.011379878036677837,-0.023190803825855255,0.04753655195236206,-0.012615112587809563,-0.024210035800933838,0.07267111539840698,-0.007854281924664974,-0.020018797367811203,-0.004248248413205147,0.021049246191978455,-0.032247547060251236,0.022122642025351524,0.009409373626112938,-0.03578997030854225,0.04326969385147095,0.003463633358478546,-0.037054359912872314,0.061986956745386124,0.0015410894993692636,-0.03190493956208229,Left,0.982775866985321,30.0,640.0,480.0
