frame,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,frame_rate,frame_width,frame_height
0,0.9030676484107971,0.7987983226776123,-6.951040063540859e-07,0.8334327936172485,0.7068929076194763,0.0350894071161747,0.7745794653892517,0.6169772148132324,0.0390881672501564,0.7086483240127563,0.5701010227203369,0.03452025726437569,0.6523607969284058,0.5568650364875793,0.028663935139775276,0.8678154349327087,0.4678182899951935,0.031846608966588974,0.7433935403823853,0.4433191120624542,0.030516991391777992,0.6791066527366638,0.4674442708492279,0.022734172642230988,0.6389304995536804,0.4876956343650818,0.016649050638079643,0.848803699016571,0.47874850034713745,0.00799674354493618,0.7196091413497925,0.4410953223705292,0.013035072013735771,0.6583187580108643,0.47109687328338623,0.007889493368566036,0.6146820783615112,0.5001270771026611,0.0008648692746646702,0.8192620873451233,0.5114005208015442,-0.012955884449183941,0.6973305940628052,0.47697219252586365,-0.006342621985822916,0.6407431960105896,0.500065267086029,-0.0072807143442332745,0.5992683172225952,0.5198487639427185,-0.012605573982000351,0.7791276574134827,0.5636534094810486,-0.03131692856550217,0.6861788630485535,0.5442025661468506,-0.02559766359627247,0.6421962976455688,0.5509669780731201,-0.02148621901869774,0.6067248582839966,0.5561969876289368,-0.01997469738125801,30.0,640.0,480.0
1,0.9041665196418762,0.7994014024734497,-7.058587243591319e-07,0.8300793170928955,0.7122796773910522,0.03348870947957039,0.7699583768844604,0.6225648522377014,0.036895882338285446,0.7033833265304565,0.5755656957626343,0.032082926481962204,0.6467298269271851,0.560466468334198,0.02624545246362686,0.867906391620636,0.46906933188438416,0.030817946419119835,0.7436696290969849,0.4447179436683655,0.029251735657453537,0.679789662361145,0.46966826915740967,0.02115015499293804,0.6398404836654663,0.49091461300849915,0.014902581460773945,0.8491948246955872,0.4790003299713135,0.007761477492749691,0.7201324105262756,0.4412177801132202,0.012849461287260056,0.6589454412460327,0.47161251306533813,0.007923522032797337,0.6156134605407715,0.5013999938964844,0.000967886415310204,0.8196656703948975,0.5109915733337402,-0.012594898231327534,0.6978001594543457,0.47724413871765137,-0.006172054447233677,0.6418306827545166,0.500423014163971,-0.0071167051792144775,0.6010484099388123,0.5208845138549805,-0.012440395541489124,0.7794004082679749,0.5623617768287659,-0.030518872663378716,0.6865324974060059,0.5428149104118347,-0.02476678043603897,0.6425366401672363,0.5496538877487183,-0.02067793346941471,0.6069135665893555,0.5554832220077515,-0.019270651042461395,30.0,640.0,480.0
2,0.9047843217849731,0.8001502156257629,-7.172455411819101e-07,0.8349230885505676,0.7073679566383362,0.03548409417271614,0.7761214971542358,0.6172207593917847,0.04010885953903198,0.710080623626709,0.5708763599395752,0.03601209819316864,0.6539241075515747,0.5572634339332581,0.03051483817398548,0.8697100281715393,0.4674256145954132,0.03303896263241768,0.7458542585372925,0.44651201367378235,0.031408753246068954,0.6814283132553101,0.4713093042373657,0.02308744378387928,0.6409865617752075,0.49234431982040405,0.016678648069500923,0.850450873374939,0.47836819291114807,0.008887073025107384,0.7213482856750488,0.44264087080955505,0.01347368024289608,0.6595881581306458,0.47306448221206665,0.00781584158539772,0.6153016686439514,0.5031500458717346,0.0005748831899836659,0.8208865523338318,0.5113654136657715,-0.01241726242005825,0.6992059350013733,0.4784391224384308,-0.006764968391507864,0.6426470279693604,0.5019435882568359,-0.008346385322511196,0.601137101650238,0.5220231413841248,-0.01372465305030346,0.7809566259384155,0.5640646815299988,-0.031041283160448074,0.6873360872268677,0.5446311235427856,-0.026034153997898102,0.6427180767059326,0.5515118837356567,-0.022215891629457474,0.606272280216217,0.5567260384559631,-0.020685024559497833,30.0,640.0,480.0
3,0.9045981168746948,0.8007357716560364,-7.009500109234068e-07,0.8376880288124084,0.706890344619751,0.03530800715088844,0.778984546661377,0.6154721975326538,0.040169745683670044,0.7129777669906616,0.569378137588501,0.03661930561065674,0.656606137752533,0.556268572807312,0.03164224326610565,0.8690667152404785,0.4688151478767395,0.032530527561903,0.7454268932342529,0.4465354382991791,0.031235413625836372,0.6808627247810364,0.4702388644218445,0.023103388026356697,0.6403228044509888,0.48978328704833984,0.016785556450486183,0.8495394587516785,0.48009058833122253,0.009004156105220318,0.7207504510879517,0.444368839263916,0.014040573500096798,0.659272313117981,0.47327089309692383,0.008628140203654766,0.6155242919921875,0.5019221901893616,0.0014032894978299737,0.8197396397590637,0.5132426619529724,-0.011601090431213379,0.6990812420845032,0.48195400834083557,-0.004965081810951233,0.6426331996917725,0.5033391714096069,-0.006467469036579132,0.6012235283851624,0.521857500076294,-0.012140337377786636,0.7801715731620789,0.565038800239563,-0.029534760862588882,0.688109278678894,0.5452192425727844,-0.023253973573446274,0.6443222165107727,0.5517028570175171,-0.01892147958278656,0.6084164977073669,0.5566523671150208,-0.017338095232844353,30.0,640.0,480.0
4,0.9043659567832947,0.800568163394928,-6.95813298534631e-07,0.8364512920379639,0.707459568977356,0.03559286519885063,0.7779732346534729,0.6162729859352112,0.04059435799717903,0.7121835947036743,0.5698370933532715,0.03713900223374367,0.6560301780700684,0.556431770324707,0.03223421052098274,0.8685694336891174,0.4686654210090637,0.033440522849559784,0.7443624138832092,0.44641420245170593,0.03230782225728035,0.6792411804199219,0.4696926176548004,0.023979490622878075,0.6383255124092102,0.4883423447608948,0.01743313856422901,0.8495193719863892,0.4802565574645996,0.009809565730392933,0.7200537919998169,0.44500380754470825,0.014997671358287334,0.6582998037338257,0.4728769361972809,0.009309733286499977,0.614329993724823,0.500324010848999,0.0017652643145993352,0.819999098777771,0.5135156512260437,-0.01091343816369772,0.6988055109977722,0.48373982310295105,-0.004325071349740028,0.641825795173645,0.5042420625686646,-0.006100749596953392,0.5997622609138489,0.5216860771179199,-0.0120396101847291,0.7807731628417969,0.5648537278175354,-0.02893064171075821,0.6883290410041809,0.5450767278671265,-0.02250109240412712,0.6445772647857666,0.5518446564674377,-0.01806010864675045,0.6085891723632812,0.5568119883537292,-0.016506487503647804,30.0,640.0,480.0
5,0.9071834683418274,0.8015508055686951,-7.258167897816747e-07,0.8281373381614685,0.7163498401641846,0.033271078020334244,0.7689869403839111,0.6262510418891907,0.037138987332582474,0.704859733581543,0.5776901841163635,0.03271493315696716,0.6503022313117981,0.5602784752845764,0.027140159159898758,0.8683683276176453,0.47004640102386475,0.03227861598134041,0.7421578764915466,0.4488075375556946,0.029891591519117355,0.6771350502967834,0.47495168447494507,0.020298726856708527,0.6367155313491821,0.4961068630218506,0.01308414712548256,0.8520893454551697,0.4795283079147339,0.009211881086230278,0.7210416197776794,0.44382423162460327,0.013342869468033314,0.6587685942649841,0.4740520715713501,0.007255269680172205,0.614579975605011,0.5045217275619507,-0.00024956336710602045,0.8242000937461853,0.5112025141716003,-0.011326017789542675,0.7011398077011108,0.4799458980560303,-0.005899130832403898,0.6436017751693726,0.5021976828575134,-0.007492686156183481,0.60125732421875,0.5218478441238403,-0.012865697033703327,0.7850557565689087,0.5621941089630127,-0.029496489092707634,0.6908584237098694,0.5431586503982544,-0.024207424372434616,0.6459769010543823,0.5504860281944275,-0.02003352902829647,0.609357476234436,0.5565680861473083,-0.018315404653549194,30.0,640.0,480.0
6,0.9069456458091736,0.8031892776489258,-7.191832764874562e-07,0.8313677310943604,0.714820921421051,0.033788152039051056,0.7722892761230469,0.6239539980888367,0.03771696984767914,0.7074020504951477,0.5762685537338257,0.0334770642220974,0.6522312760353088,0.560583233833313,0.027991289272904396,0.8697934150695801,0.4698117673397064,0.03145133703947067,0.7437010407447815,0.4486249089241028,0.029460551217198372,0.6786774396896362,0.47388869524002075,0.02048272266983986,0.6377993822097778,0.4940829277038574,0.013639723882079124,0.8520085215568542,0.47992461919784546,0.00835970789194107,0.7213028073310852,0.4439375698566437,0.012635720893740654,0.659069299697876,0.4738576412200928,0.006624237634241581,0.6147828698158264,0.5040703415870667,-0.0008690913091413677,0.8229939937591553,0.5121232271194458,-0.01193468738347292,0.700527548789978,0.48069503903388977,-0.005999109707772732,0.6432076096534729,0.5025381445884705,-0.007647303398698568,0.601044237613678,0.5219680070877075,-0.013194844126701355,0.7832738757133484,0.5635344386100769,-0.029737023636698723,0.6900948286056519,0.5433822870254517,-0.023928217589855194,0.6456567049026489,0.550193727016449,-0.019589563831686974,0.6092217564582825,0.5559216141700745,-0.01782268099486828,30.0,640.0,480.0
7,0.9068638682365417,0.8040176630020142,-7.179474437180033e-07,0.8326706886291504,0.7140151858329773,0.03446904942393303,0.7736851572990417,0.6226797699928284,0.038845181465148926,0.7085102796554565,0.5753053426742554,0.03499579057097435,0.6532129645347595,0.5602015852928162,0.029814086854457855,0.8692474365234375,0.4700275659561157,0.03209981322288513,0.743530809879303,0.44843214750289917,0.030658047646284103,0.6786549687385559,0.473818302154541,0.022104494273662567,0.6379299163818359,0.49414047598838806,0.01556057296693325,0.8512988090515137,0.48033732175827026,0.008947010152041912,0.7207272052764893,0.4443116784095764,0.013797145336866379,0.6586056351661682,0.47411346435546875,0.008044818416237831,0.6144662499427795,0.504436731338501,0.0006985978689044714,0.8223140239715576,0.5127967596054077,-0.01130724884569645,0.7001393437385559,0.48164963722229004,-0.0046593002043664455,0.6429820656776428,0.5032025575637817,-0.006184260826557875,0.6009426116943359,0.522581934928894,-0.01178733166307211,0.7828560471534729,0.5642576813697815,-0.029001567512750626,0.6898109912872314,0.5437560081481934,-0.022529475390911102,0.6454858183860779,0.5504236817359924,-0.01789264753460884,0.6090096235275269,0.5561435222625732,-0.015993032604455948,30.0,640.0,480.0
8,0.9088702201843262,0.8046643733978271,-7.112804496500758e-07,0.8400154709815979,0.711285412311554,0.03479894623160362,0.7809770703315735,0.6190178990364075,0.039218977093696594,0.7143494486808777,0.5733551979064941,0.03528016433119774,0.6576027274131775,0.5598392486572266,0.030095700174570084,0.8710203170776367,0.4700615108013153,0.032521802932024,0.7460325956344604,0.4470794200897217,0.030835261568427086,0.6821036338806152,0.47272780537605286,0.02221878618001938,0.642873227596283,0.4938371181488037,0.015836063772439957,0.8512566089630127,0.4818092882633209,0.00932036992162466,0.7216402292251587,0.4464286267757416,0.014599653892219067,0.6606137752532959,0.4758489429950714,0.009276864118874073,0.6175010204315186,0.5052693486213684,0.002169326413422823,0.8212665319442749,0.5150256752967834,-0.011065445840358734,0.7001756429672241,0.48402032256126404,-0.0035466793924570084,0.6448049545288086,0.5052860379219055,-0.004597061313688755,0.6045240759849548,0.5243546962738037,-0.010027378797531128,0.7817506194114685,0.5668337345123291,-0.028931615874171257,0.689724326133728,0.5452902317047119,-0.02157134935259819,0.6461679935455322,0.5511420965194702,-0.016542401164770126,0.610438346862793,0.5564531087875366,-0.0145102608948946,30.0,640.0,480.0
9,0.9073246121406555,0.804712176322937,-7.167127478169277e-07,0.8358725905418396,0.7130613923072815,0.03372923657298088,0.7771093845367432,0.6211748123168945,0.03767400234937668,0.7114894986152649,0.57502281665802,0.0336589440703392,0.6561525464057922,0.5605688095092773,0.02839665487408638,0.87044757604599,0.4704636335372925,0.029997479170560837,0.743412435054779,0.44889065623283386,0.027575548738241196,0.6785690784454346,0.4756661057472229,0.018506646156311035,0.638987123966217,0.4971245527267456,0.011780861765146255,0.8517768979072571,0.4817425012588501,0.0072165802121162415,0.7207555770874023,0.44694840908050537,0.011313122697174549,0.6591086983680725,0.47598960995674133,0.005280931945890188,0.6155599355697632,0.504848301410675,-0.002405424602329731,0.8222226500511169,0.5148894786834717,-0.012690982781350613,0.7004436254501343,0.4843622148036957,-0.006328742019832134,0.6436319351196289,0.5051748752593994,-0.008044101297855377,0.6017275452613831,0.5236678123474121,-0.013934681192040443,0.7828243970870972,0.5665917992591858,-0.030066249892115593,0.6906968355178833,0.5448942184448242,-0.023503128439188004,0.6464251279830933,0.5510466694831848,-0.01894529163837433,0.6095004081726074,0.5560591816902161,-0.017327412962913513,30.0,640.0,480.0
