frame,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,frame_rate,frame_width,frame_height,gesture,gesture_index,distance_0_1
0,-1.0490151666771124,0.27724736681517276,-0.752688226524502,-1.374548655240974,0.11704626663097048,1.1119349324435257,-1.434495418189741,0.2524072111632245,1.001645738799401,-1.3504724748111205,0.39060832042597965,0.9744404902696157,-1.2736427118926341,0.4904860267671001,0.9258987471410691,-1.330154472117123,0.6911147793767051,0.06531066380410727,-1.2304824793482994,0.7675013757103243,0.24575849438938197,-1.1644492313965633,0.7806845751337497,0.4112253650863741,-1.1121287989431952,0.7740374223944857,0.49751700244359354,-1.2168370697481894,0.7857410819712438,-0.20576758076535034,-1.143515488333603,0.8586501128948606,0.029232646274587784,-1.08932554069216,0.8723712284876763,0.28542798335965663,-1.0407821680102933,0.8587640154379177,0.41722917286327565,-1.0698519720801523,0.8473307604788223,-0.33116337072502416,-1.0317928620149126,0.9216412189552752,0.05438994978022358,-1.0048455594688117,0.9455395865533193,0.32981548316394865,-0.9809035171538997,0.9374953102083244,0.4426906834753648,-0.9066079003724639,0.8888850744763334,-0.26183161360258933,-0.8813975461293656,1.0073765381461868,0.0394012865377413,-0.8749471891417991,1.0551534810866514,0.18583675208792105,-0.8689863085801238,1.0664921333007131,0.24851001337941328,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.8995936327637795
1,-1.0526297138954759,0.061718504321125925,-0.48831564749195483,-1.3616769380914673,-0.17153726169967137,0.9402727330390221,-1.4024317403783764,-0.02912851089292286,0.841271455552227,-1.3179870171954873,0.13589020473503177,0.8132721167575877,-1.2410119908207797,0.24541491383085695,0.773057212375893,-1.3056062995746927,0.5994538135332682,0.08815064973925704,-1.194176984218891,0.7001945107161224,0.24796961965852832,-1.1274185251739424,0.7187074250905906,0.3945003323404686,-1.0802826806431562,0.7117226204266701,0.46839185205356265,-1.1925562832093413,0.6991000825328254,-0.09339370706412779,-1.103276379809298,0.7906946206859804,0.05974561894521143,-1.0418974772847054,0.7984981712542808,0.2462297753859956,-0.9898585441388412,0.7761689866340818,0.3447662310122564,-1.0447727058172822,0.7490778126547832,-0.12758801308477635,-1.0012838963627242,0.8387300271859496,0.12158586236228146,-0.9698819849728657,0.8557281376824162,0.3141488823717993,-0.9431581789590333,0.8453440254901085,0.4010703410944497,-0.8824632974483868,0.7642941838223116,-0.010879791776786078,-0.8675041226349969,0.9023857060602479,0.2055655524428639,-0.8667596976105522,0.9528998788072062,0.2862720244658012,-0.8659147361308573,0.9710630297596101,0.3083260481259839,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.4801294538496677
2,-1.0129015206954002,-0.15658577303910057,-0.3887421139730406,-1.345104578942023,-0.4123383409475071,1.019783845254745,-1.4179615941712589,-0.25568057631656166,0.9104466015098623,-1.3537315085011676,-0.08403792867443385,0.882371361715431,-1.3036352081586307,0.0507798324696217,0.8319761660897904,-1.290783491684329,0.47893764584700016,0.02886325894949101,-1.1868333339519639,0.6044110091445172,0.209002085698146,-1.1024147610596011,0.6285622526227763,0.3696512268048853,-1.0358787694547522,0.62527596749286,0.45022613335838857,-1.174758938957111,0.6044933178553519,-0.20010024959884865,-1.0896429657866256,0.7235731162122293,0.021224761671906837,-1.019564960325375,0.7466293246313078,0.2424429566094774,-0.9559922895739413,0.739599509993064,0.34682215979633346,-1.0295235112505108,0.6711150627600289,-0.26816063432848164,-0.987632151711435,0.7906261517153572,0.06986035077996429,-0.9502669463777713,0.8155010496594034,0.33854862390890106,-0.9130923668767501,0.8112620548657521,0.45625926120937754,-0.873930131781429,0.7026517381272277,-0.15008360438682386,-0.8707690153103139,0.8436813284855966,0.16615296022765375,-0.8706652834603459,0.9028373784682066,0.32295846574076403,-0.867279288431151,0.9299603552671741,0.38264915694932805,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.469596415931499
3,-1.0230646878427152,-0.2721997003506806,-0.38675852677606076,-1.3555344900780157,-0.49087796314098825,0.8852081090787396,-1.408304800526476,-0.3364421609836136,0.7706337818594762,-1.334866702744925,-0.16099117686016498,0.7463748731204252,-1.2894030784218617,-0.005859544775799973,0.6995908030711537,-1.2290826056555628,0.4084780773261725,-0.07856346198614615,-1.11534841188489,0.546323333734941,0.1043502984815586,-1.0213772546782507,0.5708525609963058,0.26722881761053086,-0.9477427774480279,0.5691914439513815,0.36008167095196303,-1.1208131095063583,0.5354776364198729,-0.22798514675719572,-1.0300493657079504,0.6715438881034868,0.008979290196902542,-0.961299944110772,0.7035297010100677,0.2651010238368144,-0.9002992871236105,0.7044538363998414,0.38902382690714016,-0.9899119149658472,0.5989854453278257,-0.18642628585616944,-0.9429877288923015,0.7399415538033887,0.15141898512372415,-0.9037095308540938,0.7722576015885392,0.48505969164050206,-0.8644577382506751,0.7771362087764658,0.6425916526380057,-0.8503228527443409,0.616843269139084,0.01916751220887954,-0.8384470896524744,0.755208311326745,0.34997607381644497,-0.8311439219148278,0.810453216262988,0.5386666640072941,-0.8238168315061617,0.8353688857811074,0.6138463846325722,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.3327623474360104
4,-0.3453701735460031,0.38591820885519956,-0.06261560468683988,-0.5275812925281644,0.21211882237884563,0.9469082893565491,-0.7336887884054963,0.29514286873613643,0.8474573219916838,-0.8286248258807846,0.41423644934098,0.8531459478736554,-0.8753883496841406,0.49364285931073065,0.8142633626257018,-0.5881394132886909,0.7841252168979486,-0.3821220550566613,-0.7218468595671406,0.8046717558338512,-0.19957726786547103,-0.7994899207575505,0.7517413735120806,-0.022034265952793394,-0.8545460155906092,0.6914652773733941,0.0758913181786455,-0.5473092950682511,0.8713289548208532,-0.6795129171266056,-0.7068651660064962,0.8644143940046666,-0.42058398110127276,-0.7933822945702096,0.8045764510089567,-0.13592420832279561,-0.8495836928851979,0.7379358588035068,-0.010267992906596439,-0.5412379886838622,0.9438698425322181,-0.7449201810787724,-0.6804069524838438,0.9458565756720758,-0.2123512147888414,-0.7660172089115773,0.8921855699566489,0.058528793783874586,-0.8141813800197207,0.8451431794177278,0.16048169022672557,-0.5635661642986804,1.0121865157194314,-0.5308653723820261,-0.6504520273296245,1.0069080713847685,-0.10503234638381483,-0.7060472361695269,0.9598034187601139,-0.023069964658827765,-0.7467006005479884,0.9225783120695134,-0.0161130806814544,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.0404545214783856
5,-0.9778349399176847,-0.2236778290744578,-0.6437438333557796,-1.3220890026343386,-0.39052279338208196,0.8709724791190189,-1.3745048837771114,-0.2457524895370193,0.7936274528447476,-1.3052509168450797,-0.08642546813323447,0.7942488531472169,-1.2609332446205728,0.057260905343287385,0.7730576770657558,-1.2056125439140286,0.4914828603026479,-0.06978429691607366,-1.0938624724347172,0.6290592051324283,0.12534310327136716,-1.0126194967554583,0.6564623471822891,0.3043972231987645,-0.9485436898330384,0.6585088260342321,0.3989582633256369,-1.1040588404135367,0.6050629132806318,-0.1875173520106221,-1.016563098917575,0.7445004986836297,0.03469449102805373,-0.9526878665253948,0.7788892956452672,0.30396565158816863,-0.896265512236213,0.7770989192903228,0.43464931660979683,-0.9751245850327236,0.6585473009167198,-0.11376515230922785,-0.9377698803417978,0.7986948480819246,0.21925544323530316,-0.9079262851504374,0.8494865859947763,0.5518003739956289,-0.8767411582655992,0.8657308556512071,0.7047878237688813,-0.8345973119590961,0.6677873142529114,0.10393552772003475,-0.8293871688702972,0.8170572316523516,0.41909783871773454,-0.8302830677262748,0.8905586187313221,0.5822502776361522,-0.8302776218127286,0.9268691139575813,0.639857370082073,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.56227833918575
6,-0.27009076565745216,0.6168410728337245,-0.6138342471704183,-0.44797820920356274,0.4720976320728672,1.0277093770637462,-0.6342122789752944,0.5328793990361217,0.9440749127331133,-0.7249762131607447,0.6470364420965106,0.9520891206634114,-0.7675270238793118,0.6975058127322388,0.9353021716447157,-0.571621542142002,0.8965709925295358,-0.06940356717308144,-0.7229958979244139,0.9368499949978952,0.13062770912819827,-0.8076067958577444,0.9035331563080501,0.30323396973488054,-0.8715226406367258,0.8524914005452583,0.3921919146146367,-0.5270052439978506,0.9771847827562051,-0.32198231926178283,-0.6997827193256442,0.9880689099603699,-0.031230799968633084,-0.7853341202598475,0.9498695150884194,0.2690432220473056,-0.8467879443135771,0.8966266709939054,0.39954045514688796,-0.5129598143236803,1.0415594868891946,-0.39626259404672887,-0.6642301323990063,1.0479044699881968,0.1077075256405014,-0.7516222096404532,1.0139863793235395,0.38295310505262353,-0.8078482114257468,0.9761422368142948,0.4853221713014674,-0.5224476983543894,1.0923647966965417,-0.27333779311753065,-0.6145680645228818,1.083824821240741,0.10749422643620477,-0.6744924918354559,1.0426037146160785,0.19142847230200494,-0.7265659187348927,1.0058131218844828,0.20927831562429178,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.6574860712773722
7,-0.9423717945604556,-0.19839410463420598,-0.9562319779021766,-1.230824948248935,-0.1799049351788787,0.8737656837894774,-1.2491038667785077,0.07738496788034263,0.8411671690808656,-1.156401987533142,0.29788922567139486,0.8883725065074616,-1.0738281464976036,0.4532308511119845,0.9144292653706098,-1.1505417572864787,0.5736499359795499,0.13281992098562787,-1.062804688314358,0.7319697993152721,0.44635592897101123,-1.0011831148570598,0.7857338871070817,0.6640497990208928,-0.9537063665376215,0.8075445850397902,0.7785843339539713,-1.071901346835982,0.6377623331622475,0.21397628530423785,-0.9958415787051161,0.8000466402792319,0.5039668018332616,-0.939605600221383,0.8614161451085569,0.7915108347761779,-0.8932814309378135,0.8855208404668911,0.9380227788795251,-0.970052735065461,0.6505824928574241,0.5220669986041141,-0.921269997957597,0.8194583263500853,0.8552415446971449,-0.8891879273010066,0.8857891998274072,1.1044402597230671,-0.8626649156026684,0.9192834495230339,1.2059543133053474,-0.8615767207182824,0.617561388844498,0.8876660294325442,-0.8388851289458316,0.7811707392445522,1.1240562057966488,-0.83147634471186,0.8552130282954483,1.2071337212837818,-0.8286247473172509,0.9004802106407788,1.2250850738193275,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.8526841374224854
8,-0.20850992761127962,0.7529878264562313,-0.48714999277979604,-0.43553183890802377,0.6111851704419766,1.4021172242551188,-0.644184055852985,0.6374547964781698,1.361104347029673,-0.717648508046549,0.7296912706974916,1.3713864195821321,-0.7529147946690283,0.7653021089038541,1.353655098652446,-0.5775557222854868,0.9436306541737345,0.5594164660207676,-0.7197657625700672,0.9802104835381292,0.6528316282705654,-0.799031010995776,0.9365346864113379,0.7204280224719855,-0.8571300714590045,0.8721535667859494,0.7562508628353108,-0.515051825651867,1.01427312287399,0.2620993548042772,-0.6916381714680848,1.026235783010456,0.48436908862137396,-0.787708661590569,0.980574979312081,0.6587336632302895,-0.8549292817295159,0.9147592460958572,0.7128265402315389,-0.49300186567906285,1.0741676767067245,0.027561216223421045,-0.6457925168974533,1.0801740038047771,0.46243739893606467,-0.7419548483679509,1.0430977343118386,0.6432109346130268,-0.8021585214389733,1.0012738851113783,0.6952316490601879,-0.4975476411622838,1.1321578387294078,-0.09910807611728992,-0.5961324536399469,1.1212882696916324,0.3071438752957703,-0.6607072949012814,1.0754556182314388,0.39841672718038496,-0.7139649840445963,1.0303523691138845,0.4121459916496987,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.9081345756587442
9,-0.962912492638406,-0.21809382492110313,-0.7660972096168822,-1.2926706295565835,-0.23706605094983327,0.8015820304455518,-1.3186963161004037,0.00047351194739576175,0.7410555874066309,-1.2236252470441458,0.2053178093824436,0.7594924798962889,-1.1433663174104514,0.3571827551895643,0.7681535544787036,-1.1420055626572665,0.5991679053160559,0.033956680487996445,-1.059864683820021,0.7656220626698842,0.290147181078512,-1.009483423997156,0.8154427331262931,0.4865874494609389,-0.9734153030529028,0.8290289357167899,0.5918656685676948,-1.0551686447431277,0.6738507565459988,0.035677360441240036,-0.9929056655702758,0.836747092695159,0.27790712538679607,-0.9469574247968733,0.8825212261789447,0.5397993772520285,-0.9059842688142555,0.8911743641050424,0.6764260337055306,-0.9472568089622315,0.6893429852070225,0.24822878230140727,-0.916485728804405,0.8574873752728444,0.5379642669813074,-0.8961373010262973,0.9105673714931104,0.7936021346064724,-0.8776244600461549,0.9301989021460156,0.9183453390111865,-0.8294595412790621,0.6546834285261651,0.5478363599289835,-0.8188408148482467,0.8098829055116228,0.7985556016618146,-0.8180755246600042,0.8781560395685196,0.9079190895224861,-0.8211782878978184,0.9131925224241566,0.9435729063337306,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.6020981786229467
